66,3,170.94,418.43,269.84,358.68,0.58,-1,-1,-1
67,3,203.85,417.30,263.82,350.51,0.57,-1,-1,-1
69,5,67.50,436.42,256.24,435.56,0.63,-1,-1,-1
69,3,278.26,437.74,250.45,332.73,0.45,-1,-1,-1
70,5,91.92,478.95,198.53,336.78,0.60,-1,-1,-1
71,5,122.36,515.10,191.00,320.72,0.58,-1,-1,-1
71,3,334.76,437.83,277.10,367.80,0.30,-1,-1,-1
72,5,153.94,553.83,214.03,355.61,0.49,-1,-1,-1
72,3,360.62,451.03,273.98,363.82,0.39,-1,-1,-1
73,5,155.17,569.19,226.14,369.62,0.42,-1,-1,-1
233,8,597.07,137.86,595.01,649.10,0.45,-1,-1,-1
234,8,592.44,136.09,606.18,661.44,0.39,-1,-1,-1
235,8,594.61,138.36,602.04,657.01,0.36,-1,-1,-1
236,8,603.67,143.08,590.07,643.95,0.41,-1,-1,-1
237,8,600.74,144.81,592.57,646.95,0.42,-1,-1,-1
238,8,602.76,143.66,598.36,652.51,0.36,-1,-1,-1
239,8,590.60,136.11,617.79,672.58,0.30,-1,-1,-1
240,8,583.92,131.63,630.78,685.30,0.34,-1,-1,-1
242,8,597.66,140.10,622.37,673.80,0.37,-1,-1,-1
243,8,598.82,139.74,623.24,673.10,0.41,-1,-1,-1
244,8,591.97,137.11,621.65,670.73,0.41,-1,-1,-1
245,8,587.30,130.76,632.07,682.55,0.37,-1,-1,-1
246,8,591.87,135.22,612.48,659.12,0.30,-1,-1,-1
247,8,585.50,131.70,653.93,704.96,0.33,-1,-1,-1
248,8,582.94,134.56,673.87,729.30,0.31,-1,-1,-1
249,8,589.14,136.46,667.42,723.89,0.35,-1,-1,-1
250,8,584.47,138.08,658.37,716.60,0.40,-1,-1,-1
251,8,574.74,134.08,656.06,718.31,0.46,-1,-1,-1
252,8,570.94,133.38,648.77,714.39,0.43,-1,-1,-1
253,8,575.14,134.60,637.51,703.53,0.33,-1,-1,-1
254,8,573.38,130.08,637.99,706.58,0.37,-1,-1,-1
255,8,574.10,128.40,632.67,703.56,0.38,-1,-1,-1
268,8,620.42,147.77,506.35,547.73,0.30,-1,-1,-1
272,8,636.12,151.81,547.98,573.09,0.34,-1,-1,-1
297,11,274.02,340.39,265.17,251.22,0.36,-1,-1,-1
531,15,46.19,20.18,918.10,899.97,0.64,-1,-1,-1
532,15,68.01,12.07,883.74,863.42,0.72,-1,-1,-1
533,15,17.75,106.38,742.71,725.54,0.46,-1,-1,-1
