5,1,0.00,0.00,61.00,40.00,0.25,-1,-1,-1
6,1,2.00,0.00,61.00,38.00,0.33,-1,-1,-1
6,2,196.00,15.00,44.00,25.00,0.68,-1,-1,-1
7,1,0.00,0.00,60.00,38.00,0.41,-1,-1,-1
8,1,0.00,0.00,57.00,38.00,0.59,-1,-1,-1
9,1,0.00,0.00,55.00,37.00,0.38,-1,-1,-1
10,1,0.00,0.00,54.00,35.00,0.34,-1,-1,-1
14,14,112.00,46.00,124.00,64.00,0.84,-1,-1,-1
14,11,53.00,0.00,68.00,68.00,0.67,-1,-1,-1
15,14,120.00,46.00,125.00,66.00,0.37,-1,-1,-1
15,11,59.00,0.00,70.00,68.00,0.57,-1,-1,-1
16,14,131.00,55.00,114.00,60.00,0.85,-1,-1,-1
16,11,63.00,0.00,75.00,73.00,0.80,-1,-1,-1
17,14,148.00,67.00,108.00,59.00,0.64,-1,-1,-1
17,11,78.00,6.00,70.00,69.00,0.88,-1,-1,-1
18,14,157.00,74.00,100.00,54.00,0.62,-1,-1,-1
18,11,84.00,10.00,67.00,63.00,0.88,-1,-1,-1
19,14,169.00,65.00,96.00,53.00,0.83,-1,-1,-1
19,11,72.00,2.00,69.00,66.00,0.77,-1,-1,-1
20,11,75.00,0.00,60.00,55.00,0.49,-1,-1,-1
21,11,76.00,0.00,56.00,49.00,0.31,-1,-1,-1
22,11,96.00,15.00,39.00,34.00,0.70,-1,-1,-1
24,11,118.00,17.00,31.00,27.00,0.77,-1,-1,-1
25,21,204.00,57.00,80.00,59.00,0.75,-1,-1,-1
25,11,124.00,13.00,32.00,27.00,0.66,-1,-1,-1
26,21,217.00,57.00,82.00,59.00,0.76,-1,-1,-1
26,11,126.00,11.00,33.00,27.00,0.65,-1,-1,-1
27,21,209.00,56.00,83.00,60.00,0.77,-1,-1,-1
27,11,126.00,4.00,39.00,33.00,0.51,-1,-1,-1
28,21,205.00,55.00,85.00,62.00,0.80,-1,-1,-1
29,21,202.00,50.00,88.00,65.00,0.90,-1,-1,-1
30,21,196.00,47.00,91.00,67.00,0.86,-1,-1,-1
31,21,190.00,41.00,89.00,66.00,0.76,-1,-1,-1
32,21,183.00,37.00,86.00,64.00,0.87,-1,-1,-1
33,21,179.00,37.00,83.00,62.00,0.87,-1,-1,-1
34,21,173.00,48.00,81.00,62.00,0.65,-1,-1,-1
35,21,166.00,55.00,81.00,62.00,0.55,-1,-1,-1
36,21,161.00,58.00,82.00,63.00,0.63,-1,-1,-1
36,7,81.00,0.00,72.00,55.00,0.68,-1,-1,-1
37,21,161.00,59.00,81.00,63.00,0.61,-1,-1,-1
37,7,79.00,0.00,71.00,55.00,0.49,-1,-1,-1
38,21,158.00,65.00,81.00,64.00,0.52,-1,-1,-1
38,7,76.00,0.00,74.00,52.00,0.79,-1,-1,-1
39,21,158.00,67.00,81.00,63.00,0.27,-1,-1,-1
39,7,70.00,0.00,78.00,49.00,0.75,-1,-1,-1
40,7,74.00,0.00,82.00,49.00,0.78,-1,-1,-1
41,7,87.00,0.00,88.00,49.00,0.81,-1,-1,-1
42,7,90.00,0.00,91.00,50.00,0.84,-1,-1,-1
43,7,87.00,0.00,98.00,52.00,0.64,-1,-1,-1
44,7,87.00,0.00,113.00,61.00,0.55,-1,-1,-1
45,7,104.00,0.00,131.00,69.00,0.57,-1,-1,-1
50,7,177.00,21.00,108.00,60.00,0.77,-1,-1,-1
51,7,189.00,26.00,103.00,60.00,0.80,-1,-1,-1
52,7,190.00,25.00,112.00,68.00,0.56,-1,-1,-1
53,7,198.00,25.00,99.00,61.00,0.60,-1,-1,-1
54,7,199.00,25.00,97.00,61.00,0.85,-1,-1,-1
55,7,188.00,20.00,107.00,67.00,0.79,-1,-1,-1
56,7,174.00,12.00,122.00,79.00,0.81,-1,-1,-1
57,7,167.00,8.00,120.00,79.00,0.58,-1,-1,-1
65,43,108.00,24.00,68.00,48.00,0.57,-1,-1,-1
66,43,99.00,22.00,71.00,51.00,0.77,-1,-1,-1
73,7,216.00,0.00,94.00,59.00,0.68,-1,-1,-1
76,7,207.00,18.00,84.00,55.00,0.74,-1,-1,-1
77,7,210.00,5.00,96.00,62.00,0.56,-1,-1,-1
79,7,198.00,1.00,119.00,76.00,0.47,-1,-1,-1
93,71,58.00,31.00,50.00,24.00,0.69,-1,-1,-1
