1,1,93.00,25.00,48.00,39.00,0.77,-1,-1,-1
2,1,95.00,26.00,49.00,40.00,0.77,-1,-1,-1
3,1,100.00,28.00,46.00,37.00,0.77,-1,-1,-1
4,1,104.00,31.00,46.00,37.00,0.75,-1,-1,-1
5,1,107.00,33.00,44.00,36.00,0.80,-1,-1,-1
6,1,109.00,36.00,43.00,35.00,0.73,-1,-1,-1
7,1,108.00,45.00,43.00,35.00,0.68,-1,-1,-1
8,1,107.00,49.00,44.00,37.00,0.52,-1,-1,-1
10,2,116.00,72.00,36.00,35.00,0.75,-1,-1,-1
11,1,112.00,67.00,40.00,32.00,0.77,-1,-1,-1
15,4,122.00,39.00,44.00,31.00,0.66,-1,-1,-1
34,6,110.00,75.00,34.00,41.00,0.49,-1,-1,-1
36,2,109.00,71.00,37.00,35.00,0.71,-1,-1,-1
37,2,110.00,67.00,37.00,36.00,0.75,-1,-1,-1
38,2,111.00,65.00,37.00,35.00,0.73,-1,-1,-1
39,2,113.00,62.00,36.00,34.00,0.71,-1,-1,-1
42,7,100.00,54.00,27.00,26.00,0.49,-1,-1,-1
43,2,111.00,55.00,40.00,37.00,0.79,-1,-1,-1
44,2,106.00,58.00,43.00,38.00,0.76,-1,-1,-1
47,9,99.00,57.00,36.00,47.00,0.57,-1,-1,-1
48,9,95.00,55.00,38.00,50.00,0.49,-1,-1,-1
49,9,94.00,55.00,36.00,49.00,0.55,-1,-1,-1
52,2,102.00,47.00,42.00,37.00,0.82,-1,-1,-1
53,11,75.00,51.00,27.00,26.00,0.51,-1,-1,-1
53,2,102.00,47.00,41.00,36.00,0.80,-1,-1,-1
54,2,106.00,44.00,40.00,36.00,0.77,-1,-1,-1
55,2,110.00,42.00,40.00,36.00,0.70,-1,-1,-1
56,2,114.00,42.00,40.00,35.00,0.60,-1,-1,-1
57,2,117.00,43.00,39.00,35.00,0.62,-1,-1,-1
59,13,112.00,58.00,38.00,39.00,0.43,-1,-1,-1
62,15,130.00,86.00,26.00,43.00,0.54,-1,-1,-1
62,11,69.00,54.00,31.00,29.00,0.57,-1,-1,-1
64,16,139.00,91.00,28.00,35.00,0.55,-1,-1,-1
64,17,78.00,51.00,22.00,32.00,0.49,-1,-1,-1
65,16,141.00,90.00,31.00,37.00,0.69,-1,-1,-1
65,17,80.00,51.00,22.00,32.00,0.64,-1,-1,-1
66,16,148.00,90.00,33.00,41.00,0.70,-1,-1,-1
68,19,155.00,89.00,21.00,38.00,0.60,-1,-1,-1
68,9,67.00,55.00,31.00,40.00,0.46,-1,-1,-1
69,9,63.00,60.00,28.00,34.00,0.59,-1,-1,-1
71,20,45.00,61.00,45.00,33.00,0.43,-1,-1,-1
73,21,144.00,68.00,37.00,44.00,0.76,-1,-1,-1
73,22,69.00,34.00,45.00,35.00,0.75,-1,-1,-1
74,21,144.00,62.00,35.00,43.00,0.72,-1,-1,-1
74,22,70.00,33.00,45.00,36.00,0.71,-1,-1,-1
75,21,143.00,51.00,36.00,44.00,0.68,-1,-1,-1
76,21,138.00,45.00,38.00,46.00,0.60,-1,-1,-1
76,24,59.00,21.00,41.00,35.00,0.66,-1,-1,-1
77,21,138.00,42.00,39.00,47.00,0.65,-1,-1,-1
78,21,134.00,43.00,40.00,48.00,0.68,-1,-1,-1
85,30,170.00,35.00,51.00,54.00,0.83,-1,-1,-1
86,30,168.00,36.00,51.00,53.00,0.83,-1,-1,-1
87,30,161.00,37.00,50.00,51.00,0.82,-1,-1,-1
88,30,150.00,38.00,51.00,53.00,0.82,-1,-1,-1
89,30,144.00,40.00,51.00,52.00,0.83,-1,-1,-1
90,30,136.00,43.00,50.00,51.00,0.81,-1,-1,-1
91,30,127.00,43.00,51.00,52.00,0.81,-1,-1,-1
95,34,116.00,29.00,29.00,54.00,0.65,-1,-1,-1
96,34,115.00,26.00,30.00,54.00,0.61,-1,-1,-1
97,34,115.00,21.00,30.00,52.00,0.79,-1,-1,-1
98,34,117.00,20.00,28.00,48.00,0.81,-1,-1,-1
100,35,100.00,15.00,61.00,53.00,0.70,-1,-1,-1
101,35,105.00,15.00,59.00,50.00,0.60,-1,-1,-1
102,35,106.00,14.00,58.00,50.00,0.66,-1,-1,-1
103,35,107.00,14.00,57.00,50.00,0.73,-1,-1,-1
104,35,107.00,16.00,55.00,47.00,0.74,-1,-1,-1
105,35,109.00,20.00,53.00,46.00,0.71,-1,-1,-1
106,35,111.00,24.00,54.00,47.00,0.71,-1,-1,-1
107,35,115.00,27.00,50.00,45.00,0.59,-1,-1,-1
111,40,58.00,70.00,155.00,158.00,0.68,-1,-1,-1
111,22,92.00,27.00,51.00,44.00,0.80,-1,-1,-1
112,40,87.00,78.00,135.00,138.00,0.81,-1,-1,-1
112,22,91.00,28.00,52.00,45.00,0.84,-1,-1,-1
113,40,116.00,85.00,115.00,119.00,0.78,-1,-1,-1
113,22,89.00,29.00,52.00,46.00,0.83,-1,-1,-1
114,40,125.00,79.00,112.00,118.00,0.77,-1,-1,-1
114,22,88.00,29.00,53.00,47.00,0.84,-1,-1,-1
115,22,85.00,30.00,54.00,48.00,0.85,-1,-1,-1
116,22,84.00,31.00,56.00,49.00,0.86,-1,-1,-1
116,40,166.00,68.00,109.00,118.00,0.67,-1,-1,-1
117,22,79.00,31.00,55.00,48.00,0.85,-1,-1,-1
117,40,201.00,59.00,115.00,125.00,0.71,-1,-1,-1
118,22,73.00,31.00,55.00,48.00,0.85,-1,-1,-1
